rebalance_date,theme,ticker,rank_score,penalized_distance,eligible,selected,forward_synthetic_beta,forward_synthetic_corr,forward_etf_beta,forward_etf_corr,forward_obs,candidate_r2,candidate_adjusted_r2,consensus_cosine,placebo_rank_pvalue,theme_distance_rank,n_eligible_themes
2021-12-31,Robotics & AI,NX,-3.3315525374447073,3.3315525374447073,True,False,1.3572444916152526,0.5401786806492952,0.353642466213081,0.2550404445056571,4.0,0.38253233896390026,0.33429267794545503,0.22187971708694798,,8.0,4
2021-12-31,Robotics & AI,VHI,-3.394864100438509,3.394864100438509,True,False,0.4132292570216427,0.07477578523647087,-2.393385111247571,-0.7847797694908776,4.0,0.1382275108686184,0.07090153515522923,0.46608051183962385,,5.0,6
2021-12-31,Robotics & AI,LCUT,-3.429061274104937,3.429061274104937,True,False,-6.868413164673487,-0.9581416154789768,-1.658529624696074,-0.41923913754617403,4.0,0.18529567310159822,0.12164689756266067,0.1701532970482917,,4.0,2
2021-12-31,Robotics & AI,MAKO,-3.5310547845027362,3.5310547845027362,True,False,8.644201390598047,0.8405774481314053,3.1548569749735833,0.5559014758987789,4.0,0.12362904944324693,0.05516256893100058,0.3063358229832668,,5.0,3
2021-12-31,Robotics & AI,ALOT,-3.605247683494745,3.605247683494745,True,False,-0.14310230277549119,-0.028288839869332803,0.6801779669912819,0.24364436342005832,4.0,0.22216429332510979,0.16139587874113392,0.21139956137130886,,6.0,4
2021-12-31,Robotics & AI,SHOE,-3.6895436978867995,3.6895436978867995,True,False,-2.829995176065788,-0.8441044077945836,-0.1658739864557633,-0.0896507751744869,4.0,0.2746996356903302,0.2180355447286373,0.21405196156750422,,4.0,2
2021-12-31,Robotics & AI,TWIN,-3.7827936149963355,3.7827936149963355,True,False,1.2534257321469249,0.18562394007590124,-2.5436006872627868,-0.682573790517902,4.0,0.2252114734743761,0.16468111983956168,0.25759431514530096,,4.0,2
2021-12-31,Robotics & AI,III,-3.9321288822720355,3.9321288822720355,True,False,-2.2432023844392583,-0.9353511560176545,-0.8733308781379738,-0.6598577762373321,4.0,0.28526590487916925,0.22942730369785436,0.19481033770528874,,5.0,2
2021-12-31,Robotics & AI,FTK,-4.0679825533387675,4.0679825533387675,True,False,10.497946927698504,0.5553277208504918,10.325012787075224,0.9896938520972922,4.0,0.10305855218711113,0.03298500157672912,0.20772378176613232,,5.0,4
2021-12-31,Robotics & AI,ARL,-4.073576374233149,4.073576374233149,True,False,-5.764333454113498,-0.7179675460980249,-0.16078320767099152,-0.036287888662153524,4.0,0.1536193522057968,0.08749586409687471,0.27936027631870247,,4.0,3
2021-12-31,Robotics & AI,PKOH,-4.164996627182008,4.164996627182008,True,False,-0.2383190750760273,-0.0585492297272975,-0.38575588189288773,-0.17172765201794835,4.0,0.3893263061951048,0.3416174238665973,0.3687027920626363,,4.0,6
2021-12-31,Robotics & AI,LOVE,-4.303847003561193,4.303847003561193,True,False,-5.184832404647642,-0.5561276504432828,-1.3912367135022126,-0.2703996278978221,4.0,0.13383306529220174,0.056033640019046205,0.17516402161882055,,4.0,1
2021-12-31,Robotics & AI,AEYE,-4.347161353204177,4.347161353204177,True,False,1.9942118707372058,0.16513505330523373,6.150253425813193,0.9228397215159269,4.0,0.13691015936190631,0.06948126556205525,0.2999930427645993,,4.0,5
2021-12-31,Robotics & AI,CYH,-4.446081978415007,4.446081978415007,True,False,6.766068390786731,0.724075610188158,1.849885591976744,0.3587217416779089,4.0,0.12100684395391637,0.05233550363781614,0.1687583111314492,,4.0,3
2021-12-31,Robotics & AI,ASA,-4.579855833289249,4.579855833289249,True,False,8.646495886843933,0.965979061635013,2.9534073165639305,0.5978830124799452,4.0,0.816904094920607,0.8025997273362794,0.3002359800282611,,4.0,8
2021-12-31,Robotics & AI,NEWT,-4.584990763615595,4.584990763615595,True,False,0.7840962172952921,0.18191818567349394,0.40495585409032775,0.17024710393883644,4.0,0.5176028106096882,0.47991553018857,0.18915433501773507,,4.0,3
2021-12-31,Robotics & AI,NCSM,-4.700930939978002,4.700930939978002,True,False,1.9304235505728826,0.13381253704935878,3.4232464087456793,0.42997940355448333,4.0,0.19687273408361783,0.1341284164339004,0.1848289350957234,,4.0,2
2021-12-31,Robotics & AI,BYRN,-4.7085215747536155,4.7085215747536155,True,False,-2.5990996394727874,-0.2930336058359195,-4.159404369779807,-0.8497495396344573,4.0,0.13892214711376893,0.07165043985703212,0.1868374907906582,,4.0,5
2021-12-31,Robotics & AI,GLBS,-4.802031063749351,4.802031063749351,True,False,-5.801820584972036,-0.8628831057199349,-1.759629162840379,-0.4742137218426029,4.0,0.0983922955450941,0.027954193634554536,0.1711175725156677,,4.0,5
2021-12-31,Robotics & AI,BZH,-4.832811943211894,4.832811943211894,True,False,4.43462556010507,0.5714326798683637,-1.470917708198847,-0.3434486300361505,4.0,0.3819497262028686,0.33366454856246774,0.3714338039017351,,4.0,4
2021-12-31,Robotics & AI,TWI,-5.117981985632638,5.117981985632638,True,False,-1.3860769860473545,-0.34949798394264364,-1.9892262472524271,-0.908880523946829,4.0,0.2786342525088563,0.22227755348611078,0.16959226153105228,,4.0,3
2021-12-31,Robotics & AI,LINK,-5.129738259791249,5.129738259791249,True,False,6.093520563228292,0.9234185895007305,1.585206380328959,0.4352927539734627,4.0,0.1302804600464894,0.06233362098762141,0.21457148267483092,,4.0,2
2021-12-31,Robotics & AI,EU,-5.158683932742442,5.158683932742442,True,False,-6.269967455018767,-0.41518603371049856,0.8959941824140025,0.10750977013567233,4.0,0.12560497227442557,0.057292860733365036,0.19167839752805174,,4.0,9
2021-12-31,Robotics & AI,STKS,-5.3505212993205244,5.3505212993205244,True,False,-0.8080985839243447,-0.15998622829854012,-0.009168728634830538,-0.0032892180697067955,4.0,0.3079892560567481,0.2539259166861815,0.15629523227379802,,4.0,4
2021-12-31,Robotics & AI,RYAM,-5.370594253733492,5.370594253733492,True,False,6.737981364370872,0.7618539245111596,2.1506587805369306,0.4406347144354447,4.0,0.28524670462084745,0.22940660341935126,0.17920226749846066,,4.0,5
2021-12-31,Robotics & AI,ACB,-5.394639800039358,5.394639800039358,True,False,6.469333369247709,0.5635142019660849,2.368900480184692,0.373901704188358,4.0,0.13671142332741582,0.06926700327487012,0.2249391321132564,,4.0,5
2021-12-31,Robotics & AI,SUPV,-5.8927298318862755,5.8927298318862755,True,False,-4.810492457855196,-0.9948185992002749,-1.371077578693893,-0.5137853078630312,4.0,0.22660787735733778,0.16618661777587984,0.27035476173982537,,4.0,5
2021-12-31,Robotics & AI,SCZM,-5.941949004078965,5.941949004078965,True,False,12.424919957291017,0.9235551108186658,1.9108591494482055,0.2573731195189961,4.0,0.24652796789950526,0.18766296539165417,0.23508514847856093,,4.0,3
2021-12-31,Robotics & AI,HOV,-6.189653130986802,6.189653130986802,True,False,2.8594493638079275,0.2722333262465222,-4.161152520114938,-0.7178567819104021,4.0,0.24971827988725004,0.19110252050344145,0.19371733353262233,,4.0,4
2021-12-31,Robotics & AI,ARCT,-7.272114321334905,7.272114321334905,True,False,2.1712996512040523,0.10899836520401378,-0.0005911476192257138,-5.3772652582242353e-05,4.0,0.20978841477107513,0.1480531346750653,0.22421345991423441,,4.0,4
2021-12-31,Robotics & AI,BBBY,-7.305270897265403,7.305270897265403,True,False,-6.934345353232511,-0.6147405544143051,-0.16603334655632954,-0.026671473709807762,4.0,0.2680731858919998,0.21089140353981228,0.150632043483175,,4.0,4
2021-12-31,Robotics & AI,INO,-7.402244033184933,7.402244033184933,True,False,0.7953613972836844,0.10653708836165134,-1.3578092173215353,-0.3295644521491577,4.0,0.20887507777433445,0.14706844322545443,0.16578780778903587,,4.0,4
2021-12-31,Robotics & AI,TLRY,-8.361821183845699,8.361821183845699,True,False,4.278195959197657,0.5460760145571777,0.19722601081828883,0.04561649500685968,4.0,0.3060183340656102,0.2425444012057575,0.2546104410576482,,4.0,3
2021-12-31,Robotics & AI,ALT,-9.902037313361982,9.902037313361982,True,False,-7.177593859766214,-0.6258780186969415,-3.0012774302200023,-0.47422260847731,4.0,0.15474073706955394,0.08870485715311283,0.16594230178848718,,4.0,4
2021-12-31,AI Infrastructure,FNWD,-1.8065839356514517,1.8065839356514517,True,True,-3.6221429546713595,-0.6465721094681065,-1.2902708238822096,-0.515962016319561,4.0,0.23745169792932863,0.17787761183005746,0.20633932184004566,0.8571428571428571,4.0,1
2021-12-31,AI Infrastructure,BOTJ,-1.9211143810287468,1.9211143810287468,True,True,-1.817197854764391,-0.7080177291380892,-0.6457662962688604,-0.5636412454960683,4.0,0.15403184043206442,0.08794057796581944,0.18692355462525104,0.7619047619047619,4.0,2
2021-12-31,AI Infrastructure,WSBF,-2.0317132325434515,2.0317132325434515,True,True,-2.284242856530001,-0.8296081459665364,-0.8746012533662165,-0.7115842085053296,4.0,0.39012581708098626,0.34247939654043835,0.2171400227418201,0.8095238095238095,9.0,4
2021-12-31,AI Infrastructure,HCKT,-2.0895474298548917,2.0895474298548917,True,True,-1.0201322083335824,-0.36430524017732757,-0.40773682497156066,-0.3261927989076024,4.0,0.17055248795913203,0.10575190108093924,0.20505225019160894,0.7142857142857143,7.0,6
2021-12-31,AI Infrastructure,SILC,-2.1687858470810104,2.1687858470810104,True,True,2.033260043760336,0.6458309441698606,1.0328135801434657,0.7349086128801294,4.0,0.09701349569671291,0.026467675048018613,0.23912594248011623,0.7142857142857143,6.0,4
2021-12-31,AI Infrastructure,OXM,-2.1761437939910753,2.1761437939910753,True,True,0.3177612364313406,0.06381879938724935,0.4641029011389697,0.20880816176052377,4.0,0.2011491800056041,0.138738959693542,0.274046279744081,0.7142857142857143,5.0,2
2021-12-31,AI Infrastructure,KRNY,-2.1919979862960846,2.1919979862960846,True,True,0.39768019873334504,0.19621973656024203,0.02159252778258021,0.02386699170280772,4.0,0.30967796551749527,0.2557465565735496,0.23199653182105526,0.6666666666666666,6.0,1
2021-12-31,AI Infrastructure,FEIM,-2.2772448250073287,2.2772448250073287,True,True,-1.4258007500446315,-0.4318395497028076,-0.7535671582997046,-0.5112943720576303,4.0,0.14448081949587355,0.0776433835189887,0.3258654165307658,0.6666666666666666,6.0,5
2021-12-31,AI Infrastructure,LAND,-2.285500687131732,2.285500687131732,True,True,4.371719043335101,0.8517520870662438,1.6962060498655411,0.7403294823698519,4.0,0.2686126280968013,0.211472989666864,0.17126867541803625,0.6666666666666666,6.0,2
2021-12-31,AI Infrastructure,VREX,-2.3621875833490833,2.3621875833490833,True,True,-0.37828681363157296,-0.07293155462337265,0.15856560352665944,0.06848393826588592,4.0,0.11223200942396727,0.042875135160214684,0.3743663333807995,0.7142857142857143,9.0,5
2021-12-31,AI Infrastructure,JMSB,-2.4928365504496734,2.4928365504496734,True,True,0.010590664542401495,0.0016180058223411514,0.41996638735424824,0.1437331271009354,4.0,0.30949125571597047,0.25554526006878076,0.21255922789516543,0.7619047619047619,9.0,6
2021-12-31,AI Infrastructure,CCOI,-2.49422305625641,2.49422305625641,True,True,-5.4702097713498326,-0.9243423611474307,-2.587438813142147,-0.9794548882022932,4.0,0.19835674741295717,0.13572836830459434,0.1917211777912095,0.7142857142857143,8.0,2
2021-12-31,AI Infrastructure,TRAK,-2.5483285885316898,2.5483285885316898,True,True,-4.85020632126988,-0.8593694468287972,-2.3065823498901645,-0.9155332768869152,4.0,0.09202908729505355,0.02109385973997957,0.3029040381861029,0.7142857142857143,6.0,3
2021-12-31,AI Infrastructure,ERII,-2.555763950967227,2.555763950967227,True,True,-1.3769994971726582,-0.4121546866484623,-0.7902423669183672,-0.529873554078521,4.0,0.12427189203342692,0.0558556335985384,0.19359100348654013,0.7142857142857143,9.0,7
2021-12-31,AI Infrastructure,KVHI,-2.5568927893805133,2.5568927893805133,True,True,1.995086886311335,0.8025045887089696,0.9475001767396584,0.8537888599515864,4.0,0.2103871327493233,0.14869862749536422,0.15412157178421465,0.6666666666666666,8.0,5
2021-12-31,AI Infrastructure,CTO,-2.6006935414010606,2.6006935414010606,True,True,3.4379398491458466,0.8031473750620424,1.6291480636892135,0.8525954308088957,4.0,0.29155874075784516,0.23621176737955185,0.2979172097873455,0.7619047619047619,7.0,4
2021-12-31,AI Infrastructure,FRD,-2.6599564644876335,2.6599564644876335,True,True,7.806567472604242,0.4967887293365558,3.249921188596435,0.4633081287889676,4.0,0.13754763488163269,0.0701685438567603,0.2572717468754573,0.7142857142857143,6.0,2
2021-12-31,AI Infrastructure,TG,-2.66257960665949,2.66257960665949,True,True,-3.8995980470901426,-0.9577008379849163,-1.7230448068344606,-0.9479644878040051,4.0,0.201245213615323,0.1388424959290201,0.17693059022684413,0.7,7.0,5
2021-12-31,AI Infrastructure,SSTK,-2.711541273250341,2.711541273250341,True,True,-3.5031207253156174,-0.7669170335712154,-1.6051439020216418,-0.7872138504251007,4.0,0.1942511647769254,0.13130203702512266,0.3601496013467504,0.65,5.0,3
2021-12-31,AI Infrastructure,MOMO,-2.771785595191642,2.771785595191642,True,True,2.4864417375078136,0.3771653092012768,1.5487438271150404,0.5262819989188812,4.0,0.10479679058239899,0.034859039846648954,0.3893533378150775,0.65,7.0,3
2021-12-31,AI Infrastructure,SSBI,-2.79370333585437,2.79370333585437,True,True,-0.620431187522261,-0.1096136198679599,-0.7357121903796273,-0.2911818664907334,4.0,0.2058139780939019,0.14376819513248795,0.23070840818879934,0.65,8.0,3
2021-12-31,AI Infrastructure,MX,-2.9180940592029248,2.9180940592029248,True,True,8.482411492555816,0.7992405724486942,3.439882217021179,0.7260846101798388,4.0,0.2005968731062745,0.13814350381770213,0.44634980657334267,0.65,6.0,5
2021-12-31,AI Infrastructure,DLHC,-3.036475637685564,3.036475637685564,True,True,9.247592903049815,0.7956898788825458,3.5174667081176145,0.6780014153263156,4.0,0.19482314281761148,0.1319187008502375,0.39603469308032624,0.55,4.0,3
2021-12-31,AI Infrastructure,GPRO,-3.17809461292272,3.17809461292272,True,True,3.072367133653953,0.23596513439242411,1.6726635988950822,0.2877854325072294,4.0,0.12675069664115413,0.058528094816244214,0.3262584170648595,0.6,5.0,2
2021-12-31,AI Infrastructure,BOOM,-3.254199936137592,3.254199936137592,True,True,7.176129126951863,0.7120573854577964,3.0771772602620056,0.6840104533733024,4.0,0.1224234557266285,0.05386278820527135,0.15484626087110936,0.55,8.0,3
2021-12-31,AI Infrastructure,ARQ,-3.340982227855987,3.340982227855987,True,True,-6.325071803570681,-0.8886121771075374,-2.504989558964636,-0.7883847122315564,4.0,0.14510278448782488,0.07831393952593624,0.16162346141259817,0.55,10.0,5
2021-12-31,AI Infrastructure,ASYS,-3.3573175673900164,3.3573175673900164,True,True,3.267815321370057,0.5305901988202213,1.0575774357654135,0.38467978870703246,4.0,0.15886851674413738,0.09315511961477307,0.5135345380489633,0.5,6.0,5
2021-12-31,AI Infrastructure,EGAN,-3.3957175177784373,3.3957175177784373,True,True,1.087568526601256,0.14260252498494172,1.0175315999799974,0.2988848925496928,4.0,0.11131587842945456,0.04188743143175566,0.43583690895640825,0.5,7.0,7
2021-12-31,AI Infrastructure,MITK,-3.4267182829569967,3.4267182829569967,True,True,-2.9563011278052205,-0.5476480366744467,-1.6737112239283576,-0.6945745535490244,4.0,0.17667434710293073,0.11235203047034714,0.23428283419075097,0.5263157894736842,10.0,5
2021-12-31,AI Infrastructure,DWSN,-3.428651035557531,3.428651035557531,True,True,-1.9656997146764967,-0.5209016029603862,-0.72812237604651,-0.4322434001296948,4.0,0.1370922435799783,0.06967757510966399,0.18840581164397607,0.5263157894736842,7.0,2
2021-12-31,AI Infrastructure,GSIT,-3.4363310303325307,3.4363310303325307,True,False,7.103844311277303,0.9996053965987787,3.130847956892631,0.9869214967646206,4.0,0.20938961812034795,0.14762318203600022,0.18047550293333992,,7.0,7
